                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                 1.4748,                  1.515,                 1.3409,                0.58845,                0.41726,                0.45519,                 0.2724,                 1.4967,                 1.5119,                 1.3453,             0.00081901,             0.00081901,             0.00081901
                     13,                 1.4785,                 1.5189,                 1.3407,                0.55943,                0.41599,                0.44599,                 0.2655,                 1.5378,                 1.5385,                 1.3695,             0.00081001,             0.00081001,             0.00081001
                     14,                  1.473,                 1.4916,                 1.3374,                0.58713,                0.42035,                0.46791,                0.28336,                 1.4965,                 1.4861,                 1.3659,             0.00080101,             0.00080101,             0.00080101
                     15,                 1.4606,                 1.4916,                 1.3292,                0.62073,                0.39806,                0.45352,                0.28059,                 1.4867,                 1.5052,                 1.3576,             0.00079201,             0.00079201,             0.00079201
                     16,                 1.4518,                 1.4552,                 1.3183,                0.56529,                0.43368,                0.47439,                0.28526,                 1.4805,                 1.4474,                 1.3437,             0.00078301,             0.00078301,             0.00078301
                     17,                 1.4368,                 1.4455,                 1.3148,                0.60328,                 0.4282,                0.47571,                0.28884,                 1.4936,                 1.4894,                 1.3453,             0.00077401,             0.00077401,             0.00077401
                     18,                 1.4249,                 1.4403,                 1.3109,                0.60737,                0.43983,                0.49235,                0.30035,                  1.475,                  1.429,                 1.3345,             0.00076501,             0.00076501,             0.00076501
                     19,                 1.4171,                 1.4192,                 1.3175,                0.59401,                0.44627,                0.48717,                0.29944,                 1.4742,                 1.4326,                 1.3422,             0.00075602,             0.00075602,             0.00075602
                     20,                 1.4124,                 1.3979,                 1.3017,                0.62587,                0.43367,                0.49286,                0.30192,                 1.4778,                 1.4156,                 1.3394,             0.00074702,             0.00074702,             0.00074702
                     21,                 1.4157,                 1.3881,                 1.3026,                 0.6067,                0.43834,                 0.4855,                0.29559,                 1.4732,                 1.4378,                 1.3402,             0.00073802,             0.00073802,             0.00073802
                     22,                 1.4216,                 1.4063,                 1.3127,                0.62014,                0.43179,                0.47789,                0.29057,                  1.465,                 1.4143,                 1.3371,             0.00072902,             0.00072902,             0.00072902
                     23,                 1.4061,                 1.3685,                 1.2969,                0.62262,                0.43778,                0.48993,                0.30133,                 1.4511,                 1.4097,                 1.3229,             0.00072002,             0.00072002,             0.00072002
                     24,                 1.4013,                 1.3526,                 1.2915,                0.61147,                0.46274,                0.50458,                0.31441,                 1.4796,                 1.3944,                 1.3455,             0.00071102,             0.00071102,             0.00071102
                     25,                 1.3901,                 1.3489,                 1.2883,                0.61088,                0.45086,                0.50208,                0.31252,                 1.4666,                 1.3805,                 1.3303,             0.00070202,             0.00070202,             0.00070202
                     26,                 1.3837,                 1.3351,                  1.277,                0.61934,                0.43723,                0.48805,                0.30146,                 1.4748,                 1.4091,                 1.3373,             0.00069302,             0.00069302,             0.00069302
                     27,                 1.3861,                 1.3204,                 1.2796,                 0.5912,                0.47013,                0.50253,                0.30836,                 1.4796,                 1.3875,                 1.3333,             0.00068402,             0.00068402,             0.00068402
                     28,                 1.3798,                 1.3211,                 1.2785,                 0.6305,                0.45422,                0.50875,                0.31368,                 1.4562,                 1.3792,                 1.3247,             0.00067502,             0.00067502,             0.00067502
                     29,                 1.3806,                 1.3158,                 1.2743,                0.59086,                0.47317,                0.50814,                0.31523,                 1.4521,                 1.3713,                 1.3219,             0.00066602,             0.00066602,             0.00066602
                     30,                 1.3639,                 1.3142,                 1.2645,                0.62761,                0.46128,                 0.5186,                0.32198,                 1.4436,                 1.3335,                 1.3172,             0.00065703,             0.00065703,             0.00065703
                     31,                 1.3682,                 1.3007,                 1.2739,                 0.6418,                0.46182,                0.51781,                0.32621,                 1.4551,                 1.3416,                 1.3209,             0.00064803,             0.00064803,             0.00064803
                     32,                 1.3623,                 1.2733,                 1.2617,                0.68036,                0.45457,                0.52209,                0.32612,                 1.4446,                 1.3439,                  1.315,             0.00063903,             0.00063903,             0.00063903
                     33,                   1.36,                 1.2743,                 1.2636,                0.65459,                0.44599,                0.50765,                0.31598,                 1.4332,                 1.3466,                 1.3092,             0.00063003,             0.00063003,             0.00063003
                     34,                 1.3551,                 1.2728,                 1.2589,                0.60213,                0.47595,                 0.5156,                0.32166,                 1.4393,                 1.3577,                 1.3092,             0.00062103,             0.00062103,             0.00062103
                     35,                 1.3429,                 1.2601,                 1.2594,                0.65993,                0.47065,                0.52492,                0.32981,                 1.4321,                 1.3213,                 1.3081,             0.00061203,             0.00061203,             0.00061203
                     36,                 1.3546,                 1.2521,                 1.2507,                0.64277,                0.45537,                0.51616,                0.32352,                 1.4289,                 1.3363,                 1.3157,             0.00060303,             0.00060303,             0.00060303
                     37,                 1.3483,                 1.2636,                 1.2485,                0.66032,                0.44985,                0.51242,                0.32261,                  1.426,                 1.3354,                 1.3002,             0.00059403,             0.00059403,             0.00059403
                     38,                 1.3387,                  1.247,                 1.2504,                0.63049,                0.47254,                0.52689,                0.33027,                   1.44,                 1.3278,                 1.3059,             0.00058503,             0.00058503,             0.00058503
                     39,                  1.332,                 1.2383,                 1.2517,                0.61323,                0.47187,                0.51588,                0.31848,                 1.4366,                 1.3222,                 1.3153,             0.00057603,             0.00057603,             0.00057603
                     40,                 1.3318,                 1.2241,                 1.2493,                0.63416,                0.47882,                0.51959,                0.32514,                 1.4495,                 1.3399,                 1.3199,             0.00056703,             0.00056703,             0.00056703
                     41,                 1.3216,                 1.2123,                 1.2391,                0.65133,                 0.4592,                0.52184,                0.32659,                 1.4189,                 1.3206,                 1.3073,             0.00055804,             0.00055804,             0.00055804
                     42,                 1.3146,                 1.1989,                 1.2334,                 0.6583,                0.46935,                0.52599,                0.32447,                 1.4308,                 1.3242,                 1.3088,             0.00054904,             0.00054904,             0.00054904
                     43,                 1.3089,                 1.1996,                 1.2311,                0.66798,                0.45917,                0.52785,                0.33198,                  1.415,                 1.3012,                 1.3014,             0.00054004,             0.00054004,             0.00054004
                     44,                 1.3134,                 1.1988,                 1.2331,                0.65107,                0.46805,                  0.527,                0.32521,                 1.4239,                 1.3063,                 1.3009,             0.00053104,             0.00053104,             0.00053104
                     45,                 1.3062,                 1.1943,                 1.2309,                0.64505,                0.47855,                0.53651,                0.33706,                 1.4084,                 1.3017,                 1.2934,             0.00052204,             0.00052204,             0.00052204
                     46,                  1.303,                 1.1791,                 1.2318,                0.64119,                0.48236,                0.53759,                0.33536,                 1.4103,                 1.2722,                 1.2935,             0.00051304,             0.00051304,             0.00051304
                     47,                 1.3084,                 1.1672,                 1.2267,                0.63476,                0.49317,                0.53398,                0.33765,                 1.4204,                 1.2875,                 1.2998,             0.00050404,             0.00050404,             0.00050404
                     48,                 1.2932,                 1.1686,                 1.2209,                0.61705,                0.49098,                0.53945,                0.33808,                  1.408,                 1.2873,                 1.2912,             0.00049504,             0.00049504,             0.00049504
                     49,                 1.2921,                 1.1701,                 1.2245,                0.63636,                0.48885,                0.53558,                0.33433,                 1.4153,                 1.2767,                 1.2956,             0.00048604,             0.00048604,             0.00048604
                     50,                 1.2815,                 1.1539,                 1.2153,                0.65508,                0.47263,                0.53862,                0.34012,                 1.4084,                 1.2671,                 1.2956,             0.00047704,             0.00047704,             0.00047704
                     51,                 1.2936,                 1.1616,                 1.2172,                0.63424,                0.48796,                 0.5349,                0.33445,                 1.4129,                 1.2809,                 1.2916,             0.00046804,             0.00046804,             0.00046804
                     52,                 1.2833,                 1.1421,                 1.2088,                0.68397,                0.47262,                0.54175,                0.34026,                 1.4109,                 1.2607,                 1.2897,             0.00045904,             0.00045904,             0.00045904
                     53,                 1.2723,                 1.1446,                 1.2113,                0.65177,                0.48331,                0.54102,                0.34392,                 1.4295,                 1.2693,                 1.3022,             0.00045005,             0.00045005,             0.00045005
                     54,                 1.2794,                 1.1397,                 1.2149,                0.64766,                0.47933,                0.53436,                0.33559,                 1.4251,                 1.2879,                 1.3054,             0.00044105,             0.00044105,             0.00044105
                     55,                 1.2726,                 1.1248,                   1.21,                0.63636,                 0.4778,                0.53843,                0.34359,                 1.4141,                 1.2572,                 1.2954,             0.00043205,             0.00043205,             0.00043205
                     56,                 1.2647,                 1.1116,                 1.2028,                0.64434,                0.48941,                0.54485,                0.34257,                 1.4089,                  1.274,                 1.2946,             0.00042305,             0.00042305,             0.00042305
                     57,                 1.2596,                 1.1118,                 1.1987,                0.65538,                0.48765,                0.55043,                0.35177,                 1.4067,                 1.2613,                 1.2976,             0.00041405,             0.00041405,             0.00041405
                     58,                 1.2504,                 1.1142,                 1.1995,                0.64733,                0.49057,                0.54619,                0.34584,                 1.4103,                  1.246,                 1.2933,             0.00040505,             0.00040505,             0.00040505
                     59,                 1.2547,                  1.102,                 1.2009,                0.66902,                 0.5032,                0.55737,                 0.3521,                  1.408,                 1.2406,                 1.2869,             0.00039605,             0.00039605,             0.00039605
                     60,                 1.2606,                 1.1115,                 1.2032,                0.66442,                0.48165,                0.54132,                0.34297,                 1.4104,                 1.2499,                 1.2959,             0.00038705,             0.00038705,             0.00038705
                     61,                 1.2568,                 1.1008,                 1.1981,                0.63565,                0.50728,                0.55272,                0.35057,                  1.408,                 1.2428,                 1.2925,             0.00037805,             0.00037805,             0.00037805
                     62,                 1.2491,                  1.093,                 1.1985,                0.68116,                   0.48,                0.54601,                0.34912,                 1.4155,                 1.2421,                 1.2922,             0.00036905,             0.00036905,             0.00036905
                     63,                 1.2528,                 1.0826,                  1.194,                0.65982,                0.49126,                0.55036,                0.34994,                 1.4146,                 1.2481,                  1.292,             0.00036005,             0.00036005,             0.00036005
                     64,                 1.2406,                 1.0864,                 1.1856,                0.68914,                0.49227,                 0.5552,                0.35586,                 1.3995,                 1.2255,                  1.288,             0.00035106,             0.00035106,             0.00035106
                     65,                  1.219,                 1.0682,                 1.1824,                0.69605,                 0.4814,                 0.5545,                0.35353,                 1.3999,                 1.2412,                 1.2848,             0.00034206,             0.00034206,             0.00034206
                     66,                 1.2381,                 1.0708,                  1.181,                0.68167,                0.48332,                0.55145,                0.34839,                 1.4024,                  1.241,                 1.2825,             0.00033306,             0.00033306,             0.00033306
                     67,                 1.2332,                 1.0621,                 1.1869,                0.67938,                0.48317,                0.55494,                0.35225,                 1.3987,                 1.2356,                 1.2932,             0.00032406,             0.00032406,             0.00032406
                     68,                 1.2284,                 1.0566,                 1.1792,                 0.6947,                0.49482,                0.56153,                0.35776,                 1.4062,                 1.2292,                 1.2854,             0.00031506,             0.00031506,             0.00031506
                     69,                 1.2288,                 1.0488,                 1.1737,                 0.6599,                0.50271,                0.56201,                0.36053,                 1.3913,                 1.2244,                  1.279,             0.00030606,             0.00030606,             0.00030606
                     70,                 1.2166,                   1.04,                 1.1735,                0.69784,                0.47971,                 0.5524,                0.34991,                 1.3982,                  1.227,                 1.2881,             0.00029706,             0.00029706,             0.00029706
                     71,                 1.2137,                 1.0472,                 1.1757,                0.70536,                0.47788,                0.55052,                0.35107,                 1.3954,                 1.2328,                 1.2819,             0.00028806,             0.00028806,             0.00028806
                     72,                 1.2047,                  1.033,                 1.1677,                 0.6855,                0.49541,                0.55575,                0.35279,                 1.4047,                 1.2286,                  1.284,             0.00027906,             0.00027906,             0.00027906
                     73,                 1.2101,                 1.0321,                  1.174,                0.69978,                0.49615,                0.56054,                0.35809,                 1.3936,                 1.2111,                  1.281,             0.00027006,             0.00027006,             0.00027006
                     74,                 1.2039,                 1.0229,                 1.1728,                0.68844,                0.48852,                0.55449,                0.35503,                  1.393,                 1.2235,                 1.2761,             0.00026106,             0.00026106,             0.00026106
                     75,                 1.2113,                 1.0261,                 1.1706,                0.67332,                0.49784,                0.55641,                0.35663,                 1.4002,                  1.213,                 1.2877,             0.00025207,             0.00025207,             0.00025207
                     76,                 1.2046,                 1.0094,                 1.1688,                0.67045,                 0.4994,                0.55797,                0.35426,                  1.408,                 1.2202,                 1.2903,             0.00024307,             0.00024307,             0.00024307
                     77,                 1.2038,                 1.0169,                 1.1664,                0.68363,                 0.4961,                0.55536,                0.35051,                 1.4119,                 1.2238,                 1.2925,             0.00023407,             0.00023407,             0.00023407
                     78,                 1.1935,                 1.0023,                 1.1604,                0.66618,                0.49856,                0.56086,                0.35805,                 1.4014,                 1.2114,                 1.2836,             0.00022507,             0.00022507,             0.00022507
                     79,                 1.1953,                 1.0086,                 1.1616,                0.66698,                0.50569,                0.56043,                0.35985,                 1.3954,                 1.2187,                 1.2856,             0.00021607,             0.00021607,             0.00021607
                     80,                 1.1867,                0.99771,                  1.156,                0.65573,                0.50612,                0.55741,                0.35716,                 1.3977,                 1.2173,                 1.2824,             0.00020707,             0.00020707,             0.00020707
                     81,                 1.1894,                0.99166,                 1.1562,                0.65238,                0.50976,                0.55943,                0.35849,                 1.3931,                 1.2126,                 1.2815,             0.00019807,             0.00019807,             0.00019807
                     82,                 1.1878,                0.98782,                 1.1533,                0.70344,                0.49234,                0.56039,                0.35706,                 1.3962,                 1.2131,                 1.2814,             0.00018907,             0.00018907,             0.00018907
                     83,                 1.1758,                0.98141,                 1.1487,                0.68173,                0.49277,                 0.5594,                0.35763,                 1.3983,                 1.2138,                 1.2829,             0.00018007,             0.00018007,             0.00018007
                     84,                 1.1814,                0.98097,                 1.1481,                0.67026,                0.51167,                0.56263,                0.35956,                 1.3999,                 1.2027,                 1.2858,             0.00017107,             0.00017107,             0.00017107
                     85,                 1.1732,                0.96683,                 1.1497,                0.66706,                0.50952,                0.56213,                0.36167,                 1.3919,                 1.2138,                 1.2801,             0.00016207,             0.00016207,             0.00016207
                     86,                 1.1727,                0.97055,                 1.1493,                0.67307,                0.50764,                0.56502,                 0.3624,                 1.3976,                 1.2072,                 1.2835,             0.00015308,             0.00015308,             0.00015308
                     87,                 1.1694,                0.96525,                 1.1487,                0.65137,                0.50865,                 0.5628,                0.36031,                 1.3941,                 1.2107,                 1.2844,             0.00014408,             0.00014408,             0.00014408
                     88,                 1.1678,                0.96426,                 1.1439,                 0.6701,                0.49798,                0.55915,                 0.3594,                 1.3976,                 1.2128,                 1.2853,             0.00013508,             0.00013508,             0.00013508
                     89,                 1.1609,                0.96804,                 1.1439,                 0.6355,                0.51414,                0.55953,                 0.3578,                 1.3983,                 1.2071,                 1.2826,             0.00012608,             0.00012608,             0.00012608
                     90,                 1.1575,                 0.9531,                 1.1412,                0.70488,                0.48862,                 0.5609,                0.35982,                 1.3938,                 1.2044,                 1.2816,             0.00011708,             0.00011708,             0.00011708
                     91,                 1.1617,                0.92168,                 1.1297,                0.66166,                0.50405,                 0.5503,                 0.3536,                 1.4017,                 1.2161,                 1.2931,             0.00010808,             0.00010808,             0.00010808
                     92,                 1.1451,                0.89018,                 1.1183,                0.68715,                0.49819,                0.55663,                0.35889,                 1.4037,                 1.2089,                 1.2922,             9.9081e-05,             9.9081e-05,             9.9081e-05
                     93,                 1.1339,                0.87216,                 1.1174,                0.66301,                0.51027,                0.56072,                0.36011,                    1.4,                 1.2052,                 1.2899,             9.0082e-05,             9.0082e-05,             9.0082e-05
                     94,                 1.1363,                 0.8706,                  1.114,                0.69657,                0.49196,                0.55703,                0.35606,                 1.4057,                  1.208,                 1.2917,             8.1083e-05,             8.1083e-05,             8.1083e-05
                     95,                 1.1298,                0.86879,                 1.1098,                0.73376,                 0.4734,                0.55684,                0.35825,                 1.4018,                 1.2099,                 1.2922,             7.2084e-05,             7.2084e-05,             7.2084e-05
                     96,                 1.1241,                 0.8654,                 1.1094,                0.69123,                0.49085,                 0.5609,                0.36085,                 1.3991,                 1.2055,                 1.2898,             6.3085e-05,             6.3085e-05,             6.3085e-05
                     97,                 1.1181,                0.85382,                 1.1053,                0.66663,                0.50792,                0.55987,                 0.3595,                 1.4007,                 1.2053,                 1.2919,             5.4086e-05,             5.4086e-05,             5.4086e-05
                     98,                 1.1221,                0.85749,                 1.1083,                0.70139,                0.49216,                0.56203,                0.36156,                  1.398,                 1.1995,                 1.2905,             4.5086e-05,             4.5086e-05,             4.5086e-05
                     99,                 1.1139,                0.84155,                 1.1044,                0.67865,                0.50064,                0.56096,                0.36159,                 1.3986,                  1.202,                 1.2877,             3.6087e-05,             3.6087e-05,             3.6087e-05
                    100,                 1.1174,                0.84659,                 1.1007,                0.65682,                0.51227,                0.55932,                0.36053,                 1.3991,                 1.2026,                 1.2894,             2.7088e-05,             2.7088e-05,             2.7088e-05
